title_product_a,title_product_b,manufacturer_a,manufacturer_b,product_a_barcode,product_b_barcode,m_source_id,c_source_id
"KUKLA COSMETICS atkuriamasis plaukų aliejus, 100 ml","KUKLA atkuriamasis plaukų aliejus COSMETICS, 100 ml",KUKLA COSMETICS,kukla,4779049690331,4779049690331,220721,21183
"NOVEXPERT valomasis veido aliejus su 5 rūšių omega, 150 ml","NOVEXPERT valomasis veido aliejus su 5 rūšių Omega rūgštimis, 150 ml",NOVEXPERT,novexpert,3661467000759,3661467000759,366146700075,21258
"SOLPADEINE, 500 mg + 8 mg + 30 mg, tirpinamosios tabletės, N12","MADARA intensyviai atkuriantis kūno kremas, 150 ml",SOLPADEINE,madara,000000053903,4752223011337,053903,25374
"IDUN MINERALS birus makiažo pagrindas, SIRI Nr. 1040 (neutral medium), SPF 15, 7 g","IDUN MINERALS birus makiažo pagrindas SIRI, Nr. 1040, 7 g",IDUN MINERALS,idun-minerals,7340074710454,7340074710409,734007471040,26390
"RINOPANTEINA nosies lašai su vitaminu A ir D pantenoliu, 30 ml","IDUN MINERALS birus makiažo pagrindas SIRI, Nr. 1040, 7 g",RINOPANTEINA,idun-minerals,8034125180738,7340074710409,902820327,26390
"SWANSON SPIRULINA, 500 MG, 180 kapsulių","SKINCYCLOPEDIA naktinė lūpų kaukė su salicilo rūgštimi 5%, 10 ml",SWANSON,skincyclopedia,0087614060446,3801017004794,087614060101,27117
"TOPICREM perlų švytėjimo suteikiantis drėkinamasis kūno losjonas PEARLY, 200 ml","TOPICREM drėkinamasis perlų švytėjimo kūno losjonas PEARLY, 200 ml",TOPICREM,topicrem,3700281703047,3700281703047,224270,27180
"VALERADIX, Tabletės, N60",VALERADIX tabletės N60,VALERADIX,valeradix,590780619322,5907806193224,590780619322,22807
"DR. HAUSCHKA dvifazis akių makiažo valiklis, LT-EKO-001, 75 ml","DR. HAUSCHKA dvifazis akių makiažo valiklis, 75 ml",DR. HAUSCHKA,dr-hauschka,4020829063136,4020829063136,402082906313,19410
"TONYMOLY pleistrai nuo inkštirų EGG PORE, 7 vnt.","TONYMOLY pleistrai nuo inkštirų EGG PORE, 7 vnt.",TONYMOLY,tonymoly,8806358594473,8806358594473,880635855929,19478
"Septanazal 1 mg/50 mg/ml, suaugusiesiems, nosies purškalas (tirpalas), N1",SEPTANAZAL 1 mg/50 mg/ml nosies purškalas 10 ml,SEPTANAZAL,septanazal,100000207362,3838989629076,207362,16402
"LA ROCHE-POSAY veido fluidas jautriai odai TOLERIANE DERMALLERGO, 40 ml","LA ROCHE POSAY raminamasis fluidas TOLERIANE DERMALLERGO ULTRA, 40 ml",LA ROCHE-POSAY,la-roche-posay,3337875757669,3337875757669,333787575766,18996
"DOPPELHERZ MAGNESIUM 400 DIRECT, 20 pakelių","DOPPELHERZ burnoje tirpios granulės MAGNESIUM 400 DIRECT, 20 vnt.",DOPPELHERZ,doppelherz,4009932001990,4009932001990,400993200199,16154
"LAUMA elastinis tvarstis, 8 cm x 1,10 m, 1 vnt.","LAUMA elastinis tvarstis, 8 cm x 110 cm",LAUMA,lauma,475028290132,4752231000262,475028290132,14987
"CURASEPT BIOSMALTO kasdienis dantų skalavimo skystis CARIES ABRASION AND EROSION, nuo 7 m., 300 ml tirpalas","CURASEPT burnos skalavimo skystis BIOSMALTO, 300 ml",CURASEPT,curasept,8056746070885,8056746070885,805674607088,18371
"OLKO sterilus marlinis tvarstis GAMMA, 7 m x 14 cm, 1 vnt.","OLKO sterilus tvarstis 7 m x 14 cm, N1",OLKO,olko,4750376021920,4750376021920,475037602192,22484
"NERO suslėgtas įkvėpiamas deguonis, 14 l","NERO suslėgtas įkvepiamasis deguonis, su kauke ir vamzdeliu, 14 l",NERO,nero,5904316559045,5904316559045,590431655904,23148
"ACORUS BALANCE DETOX SHOTS, 12 buteliukų","ACORUS BALANCE DETOX SHOTS, 10 ml, 12 vnt.",ACORUS BALANCE,acorus-balance,4770161102139,4770161102139,477016110213,18562
"NEOCITRAMONAS, 240mg/200mg/30mg, Tabletės, N100","NORDICS dantų pasta ULTRA WHITE, 75 ml",NEOCITRAMONAS,nordics,477032600230,3800500324180,477032600230,21573
"NEOCITRAMONAS, 240mg/200mg/30mg, Tabletės, N100","NORDICS dantų pasta ULTRA WHITE, 75 ml",NEOCITRAMONAS,nordics,477032600230,3800500324180,477032600230,21573
"FROMILID UNO, 500mg, modifikuoto atpalaidavimo tabletės, N7","ALKYMER, 60 kaps.",FROMILID UNO,alkymer,4054147,7393596203119,840681,21824
"FROMILID UNO, 500mg, modifikuoto atpalaidavimo tabletės, N7","ALKYMER, 60 kaps.",FROMILID UNO,alkymer,4054147,7393596203119,840681,21824
"ALKYMER, 250 mg, 60 minkštų kapsulių","ALKYMER, 60 kaps.",ALKYMER,alkymer,7393596203119,7393596203119,017666,21824
"HUMER tabletės nosiai ir gerklei DAY / NIGHT, 15 tablečių","HUMER tabletės nosiai ir gerklei DAY/NIGHT, 15 vnt.",HUMER,humer,3664492000060,3664492000060,219826,23212
"OTRIVIN nosies purškalas su eukaliptu NATURAL PLUS, nuo 6 m., 20 ml","OTRIVIN nosies purškalas su eukaliptu NATURAL PLUS, 20 ml",OTRIVIN,otrivin,4750769000532,4750769000532,475076900053,16052
"CURAPROX tarpdančių šepetėliai su žiediniu ir kampiniu koteliais CPS PRIME START, 0,6 mm, 5 vnt.","CURAPROX tarpdančių šepetėlis PRIME START CPS 06, 0.6 mm, 5 vnt., mėlynas",CURAPROX,curaprox,7612412427639,7612412427639,761241242761,17879
"NAILMATIC KIDS vonios burbulas PULSAR, 160 g","NAILMATIC vonios burbulas KIDS PULSAR BATH BOMB, 160 g",NAILMATIC KIDS,nailmatic,3760229897351,3760229897351,376022989735,19981
"GYNOFIT pieno rūgšties vaginalinis gelis, 6 vnt., 5 ml","ZEIN PHARMA hialurono rūgštis 200 mg, 30 kaps.",GYNOFIT,zein-pharma,7612256037308,4260085383054,761225603730,20752
"GYNOFIT pieno rūgšties vaginalinis gelis, 6 vnt., 5 ml","ZEIN PHARMA hialurono rūgštis 200 mg, 30 kaps.",GYNOFIT,zein-pharma,7612256037308,4260085383054,761225603730,20752
"ZEIN PHARMA hialurono rūgštis HYALURON FORTE HA 200, 30 kapsulių","ZEIN PHARMA hialurono rūgštis 200 mg, 30 kaps.",ZEIN PHARMA,zein-pharma,4260085383054,4260085383054,221441,20752
"NATURA lanksti plokštelė FLEXIBLE, 57 mm, 5 vnt.","NATURA kerpamos, lanksčios plokštelės FLEXIBLE, 57 mm, 5 vnt.",NATURA,convatec,7684551248000,768455124800,204807,15501
"PERFECTIL, 30 tablečių","ZENYTH maistinių skaidulų produktas COLON HELP DETOX FORTE, 240 g",VITABIOTICS,zenyth,5021265226269,5941872400251,502126522003,20732
"PERFECTIL, 30 tablečių","ZENYTH maistinių skaidulų produktas COLON HELP DETOX FORTE, 240 g",VITABIOTICS,zenyth,5021265226269,5941872400251,502126522003,20732
"ZENYTH maistinių skaidulų produktas COLON HELP DETOX FORTE, 240 g","ZENYTH maistinių skaidulų produktas COLON HELP DETOX FORTE, 240 g",ZENYTH,zenyth,5941872400251,5941872400251,221456,20732
"GENTAMICIN KRKA, 80mg/2ml, injekcinis/infuzinis tirpalas, N10","NEW NORDIC TRANEBAER URINVEJE, guminukai, 60 vnt.",GENTAMICIN KRKA,new-nordic,383898950125,5021807005215,014087,21220
"GENTAMICIN KRKA, 80mg/2ml, injekcinis/infuzinis tirpalas, N10","NEW NORDIC TRANEBAER URINVEJE, guminukai, 60 vnt.",GENTAMICIN KRKA,new-nordic,383898950125,5021807005215,014087,21220
"NEW NORDIC TRANEBÆR URINVEJE GUMMIES, 60 guminukų","NEW NORDIC TRANEBAER URINVEJE, guminukai, 60 vnt.",NEW NORDIC,new-nordic,5021807005215,5021807005215,502180700521,21220
"NOVEXPERT micelinis vanduo su hialurono rūgštimi, 200 ml","NOVEXPERT valomasis micelinis vanduo su hialurono rūgštimi, 200 ml",NOVEXPERT,novexpert,3661467000674,3661467000674,366146700067,17072
"PULSAAR ACTIVE čiurnos mova, L dydis, 1 vnt.","PULSAAR čiurnos mova ACTIVE, juoda spalva, L dydis, 1 vnt.",PULSAAR,pulsaar,7649989347343,7649989347343,764998934734,25150
"TOPICREM atkuriamasis prausiamasis aliejus DA PROTECT, 500 ml","TOPICREM atkuriamasis prausiamasis aliejus DA PROTECT, 500 ml",TOPICREM,topicrem,3700281705089,3700281705089,224271,27164
"OXCARBAZEPINE TEVA, 600mg, plėvele dengtos tabletės, N50","TOPICREM atkuriamasis prausiamasis aliejus DA PROTECT, 500 ml",OXCARBAZEPINE TEVA,topicrem,100000204374,3700281705089,204374,27164
"OXCARBAZEPINE TEVA, 600mg, plėvele dengtos tabletės, N50","TOPICREM atkuriamasis prausiamasis aliejus DA PROTECT, 500 ml",OXCARBAZEPINE TEVA,topicrem,100000204374,3700281705089,204374,27164
"SWISS IMAGE valomasis veido tonikas ESSENTIAL CARE, 200 ml","SWISS IMAGE valomasis veido tonikas SOOTHING, 200 ml",SWISS IMAGE,swiss-image,7640140383323,7640140383323,764014038332,20582
"SEBAMED rutulinis dezodorantas-balzamas SENSITIVE, 50 ml","SEBAMED rutulinis dezodorantas jautriai odai, 50 ml",SEBAMED,sebamed,4103040141330,4103040141330,410304014133,21843
"SEBAMED prausiamasis sindetas CLEAR FACE, 100 g","SEBAMED rutulinis dezodorantas jautriai odai, 50 ml",SEBAMED,sebamed,4103040134974,4103040141330,410304010135,21843
"SEBAMED prausiamasis sindetas CLEAR FACE, 100 g","SEBAMED rutulinis dezodorantas jautriai odai, 50 ml",SEBAMED,sebamed,4103040134974,4103040141330,410304010135,21843
"MÖLLERS žuvų taukai, 80 kapsulių","ALOE PURA ALOE VERA tikrųjų alavijų sultys, 500  ml",MOLLERS,aloe-pura,7070866003906,3330,707086600390,22183
"MÖLLERS žuvų taukai, 80 kapsulių","ALOE PURA ALOE VERA tikrųjų alavijų sultys, 500  ml",MOLLERS,aloe-pura,7070866003906,3330,707086600390,22183
"PHARMACERIS specialus kremas veidui ir kūnui EMOTOPIC, 75 ml","PHARMACERIS lipidus atkuriantis veido ir kūno kremas E EMOPTIC, 75 ml",PHARMACERIS,pharmaceris,5900717169128,5900717169128,590071716912,16913
"ŠVF MARGAINIS KEPENIMS, 45 Kietosios kapsulės","ŠVF margainis mikrogranulėse KEPENIMS, kietosios kapsulės, 45 vnt.",ŠVF,svf,4770161104539,4770161104539,477016110453,26275
"Q+A naktinis veido kremas CHAMOMILE, 50 g","Q+A naktinis veido kremas su ramunėlėmis, 50 g",Q+A,q-a,5060486262038,5060486262038,506048626203,20576
"Q+A valomasis veido balzamas GRAPEFRUIT, 125 ml","Q+A valomasis veido balzamas su greipfrutų ekstraktu, 125 ml",Q+A,q-a,5060486261826,5060486261826,506048626182,20578
"TAMIFLU, 75mg, Kietosios kapsulės, N10","Q+A valomasis veido balzamas su greipfrutų ekstraktu, 125 ml",TAMIFLU,q-a,100000000823,5060486261826,840649,20578
"MEDROL, 4mg, Tabletės, N100","DUCRAY paakių kremas nuo pigmentinių dėmių MELASCREEN, 15 ml",MEDROL,ducray,100000000296,3282770389234,016964,21015
"DUCRAY  paakių kremas nuo pigmentinių dėmių MELASCREEN, 15 ml","DUCRAY paakių kremas nuo pigmentinių dėmių MELASCREEN, 15 ml",DUCRAY,ducray,3282770389234,3282770389234,221530,21015
"SIRDALUD, 4mg, Tabletės, N30","VICTORIA BEAUTY priešraukšlinė rankų kaukė - pirštinė su sraigių sekretu, 1 pora",SIRDALUD,victoria-beauty,100000000860,3800038719885,015323,21106
"VICTORIA BEAUTY  rankų kaukė-pirštinės su sraigių sekretu, 30 g","VICTORIA BEAUTY priešraukšlinė rankų kaukė - pirštinė su sraigių sekretu, 1 pora",VICTORIA BEAUTY,victoria-beauty,3800038719885,3800038719885,380003871988,21106
"HEMPZ intensyviai drėkinantis kūno kremas su augaliniais ekstraktais, 500 ml","HEMPZ kūno kremas TRIPLE MOISTURE, 500 ml",HEMPZ,hempz,6762800184024,676280018402,676280018402,23027
"TOPICREM kūno kremas DERMOVEGETAL, 200 ml","TOPICREM kūno kremas DERMOVEGETAL, 200 ml",TOPICREM,topicrem,3700281704952,3700281704952,221770,23141
"IDUN MINERALS kelioninis šepetėlis biriam makiažo pagrindui ir pudrai KABUKI, Nr. 8002, 1 vnt.","IDUN MINERALS kelioninis biraus makiažo pagrindo ir pudros šepetėlis KABUKI, Nr. 8002, 1 vnt.",IDUN MINERALS,idun-minerals,7340074780020,7340074780020,734007478002,26436
"PHARMACERIS veido, plaukų ir kūno prausiklis sausai, atopiškai odai EMOTOPIC 3IN1, 200 ml","PHARMACERIS fiziologinis drėkinamasis šampūnas - putos E EMOTOPIC, 200 ml",PHARMACERIS,pharmaceris,5900717169173,5900717169173,590071716917,16912
"LABO DELICATE šampūnas jautriai galvos odai ir plaukams su 3 hialurono rūgštimis vyrams, 200 ml","LABO šampūnas jautriai galvos odai su 3 hialurono rūgštimis vyrams DELICATE, 200 ml",CRESCINA,labo,8051417237208,8051417237208,805141723720,18694
"PLANTUR 21 šampūnas su kofeinu LONG HAIR, 200 ml","PLANTUR šampūnas su kofeinu 21 LONG HAIR, 200 ml",PLANTUR,plantur,4008666750037,4008666750037,400866675026,18885
"NATURA plokštelė FLAT MOLDABLE, 22-33/45 mm, 5 vnt.","NATURA lygi plokštelė FLAT MOLDABLE, 22 - 33, dydis 45 mm, 5 vnt.",NATURA,convatec,7684551210458,768455121045,206087,15749
"PULSAAR ACTIVE pirštinės atvirais pirštais, L dydis, 1 pora","PULSAAR bepirštės pirštinės atsistatymui ACTIVE, pilka spalva, L dydis, 1 pora",PULSAAR,pulsaar,7649989347497,7649989347497,764998934749,25136
"Rehydron Optim, 10,7 g, milteliai geriamajam tirpalui, N20",REHYDRON OPTIM 10.7 g milteliai geriamajam tirpalui N20,KITA,rehydron,100000204509,6432100022707,204509,15952
"XYMELIN MENTHOL nosies purškalas, 1 mg / ml, 10 ml, nosies purškalas (tirpalas), N1",OSCILLOCOCCINUM piliulės vienadozėje talpyklėje N6,XYMELIN,oscillococcinum,000000840347,3352712006984,840347,21794
"OSCILLOCOCCINUM, piliulės, vienadozė talpyklė, N6",OSCILLOCOCCINUM piliulės vienadozėje talpyklėje N6,OSCILLOCOCCINUM,oscillococcinum,335271200157,3352712006984,335271200157,21794
"TROXEVASIN gelis, 40 g, Gelis, N1",TROXEVASIN ACTAVIS 20 mg/g gelis 40 g,TROXEVASIN,troxevasin,000000043050,3800009130183,043050,16031
"YOU 2.0 gliukozaminas PLUS, 180 tablečių","YOU 2.0 gliukozaminas Plus, 180 tab.",YOU 2.0,you-2-0,4771544224240,4771544224240,477154422424,19759
"SENSILIS drėkinamasis kremas HYDRA ESSENCE, 40 ml","SENSILIS drėkinamasis kremas HYDRA ESSENCE, 40 ml",SENSILIS,sensilis,8428749784906,8428749784906,842874978490,17652
"NEW NORDIC šviesinamasis serumas PIGMENT CLEAR, 30 ml","NEW NORDIC šviesinantis veido serumas PIGMENT CLEAR SERUM, 30 ml",NEW NORDIC,new-nordic,502180745386,5021807453863,502180745386,19674
"BIODERMA švelnus micelinis gelinis prausiklis jautriai odai SENSIBIO GEL MOUSSANT, 200 ml","BIODERMA švelnus micelinis, gelinis prausiklis, jautriai odai SENSIBIO GEL MOUSSANT,  200 ml",BIODERMA,bioderma,3401381507565,3401381507565,340138150756,16634
"DENTALIA vienadozė talpyklė, Geriamasis tirpalas, N10",DENTALIA geriamasis tirpalas vienadozėje talpyklėje 1 ml N10,DENTALIA,dentalia,335271200747,3352712007479,335271200747,17333
"MAALOX, 460mg+400mg/4,3ml, 4,3 ml, geriamoji suspensija, N20",MAALOX 460 mg/400 mg/4.3 ml geriamoji suspensija N20,MAALOX,maalox,358291005420,3582910080183,358291005420,15378
"PAMEX PANTHENOL purškiamosios odos putos S.O.S., 130 g","PANTHENOL putos odai S.O.S PAMEX, 130 g",PANTHENOL,panthenol,4260312160236,4260312160090,426031216023,17698
"CUMLAUDE makšties ovulės PREBIOTIC, 10 vnt.","CUMLAUDE makšties ovulės PREBIOTIC, 10 vnt.",CUMLAUDE,cumlaude,8428749884408,8428749884408,842874954910,23244
"TOPIRAMATE ELVIM, 25mg, plėvele dengtos tabletės, N60","CUMLAUDE makšties ovulės PREBIOTIC, 10 vnt.",TOPIRAMATE ELVIM,cumlaude,100000203680,8428749884408,203680,23244
"TOPIRAMATE ELVIM, 25mg, plėvele dengtos tabletės, N60","CUMLAUDE makšties ovulės PREBIOTIC, 10 vnt.",TOPIRAMATE ELVIM,cumlaude,100000203680,8428749884408,203680,23244
"PHARMA NORD STATI-NATUR, 2,5 MG, 60 tablečių","PHARMA NORD STATINATUR 2,5 mg, 60 tab.",PHARMA NORD,pharma-nord,5709976279209,5709976279209,570997627920,21210
"URIAGE paakių kremas EAU THERMALE, 15 ml","URIAGE paakių gelis - kremas EAU THERMALE, 15 ml",URIAGE,uriage,3661434005015,3661434005015,366143400501,16765
"WINDI kateteriai kūdikiams, 10 vnt.","WINDI dujų nuvedimo kateteriai, 10 vnt.",WINDI,windi,7350046331785,7350046331464,735004633020,26500
"MULTI VEGAN GUMMIES, 120 guminukų","NEW NORDIC MULTI VEGAN GUMMIES, 120 vnt.",NEW NORDIC,new-nordic,5021807795000,5021807795000,502180745500,18291
"BEPANTHEN EYE akių lašai sausoms akims, 10 ml","BEPANTHEN EYE akių lašai, 10 ml",BEPANTHEN,bepanthen,4751017500064,4751017500064,475101750006,18846
"DAUMEXOL LIQUID, 10 ml","COMPLIFLORA KIDS GUMMY BEARS, 60 guminukų",DAUMEXOL,compliflora,0000421070712,4260312161585,848616,21567
"COMPLIFLORA KIDS GUMMY BEARS, nuo 3 m., 60 guminukų","COMPLIFLORA KIDS GUMMY BEARS, 60 guminukų",COMPLIFLORA,compliflora,4260312161585,4260312161585,223765,21567
"ICE POWER šaldantis gelis, 75 ml","ICE POWER šaldantis gelis, 75 ml",ICE POWER,ice-power,6419854101308,6419854101308,641985410130,15249
"WELEDA CALENDULA BABY kreminis pienelis voniai su medetkų žiedų ekstraktu, 200 ml","WELEDA vonios pienelis vaikams su medetkomis, 200 ml",WELEDA,weleda,4001638523141,4001638523141,400163808815,16228
"APIVITA šampūnas riebioms šaknims ir sausiems plaukų galiukams, 250 ml","APIVITA šampūnas, riebioms šaknims ir sausiems galiukams, 250 ml",APIVITA,apivita,5201279071707,5201279071707,520127907170,19186
"Q+A gelinis veido šveitiklis APPLE AHA, 75 ml","Q+A gelinis veido šveitiklis su obuolių AHA rūgštimis, 75 ml",Q+A,q-a,5060486261888,5060486261888,506048626188,20575
"OLKO tinklelis tvarsčiui Nr. 3, 1 vnt.","Q+A gelinis veido šveitiklis su obuolių AHA rūgštimis, 75 ml",OLKO,q-a,4750376021814,5060486261888,475037602181,20575
"BRONCHONORM CAPS, 15 kapsulių","GYNELLA ovulės BALANCE, 10 vnt.",BRONCHONORM,gynella,4751020310841,8594071471385,4751020310841,25314
"BRONCHONORM CAPS, 15 kapsulių","GYNELLA ovulės BALANCE, 10 vnt.",BRONCHONORM,gynella,4751020310841,8594071471385,4751020310841,25314
"GYNELLA makšties ovulės BALANCE, 10 vnt.","GYNELLA ovulės BALANCE, 10 vnt.",GYNELLA,gynella,8594071471385,8594071471385,224234,25314
"ISKIAL MAX ryklių kepenų aliejus + vitaminas D, 120 kapsulių","ISKIAL kapsulės MAX, 120 vnt.",ISKIAL,iskial,5903031284560,5903031284560,590303128456,19044
"NATURA HOUSE purškiama priemonė nuo uodų ir kitų vabzdžių, 100 ml","NATURA HOUSE purškiama priemonė nuo uodų ir kitų vabzdžių, 100 ml",NATURA HOUSE,natura-house,800092121602,8000921216025,800092121602,19374
"VENORUTON SPRAY purškalas kojoms, 100 ml","VENORUTON purškalas kojoms SPRAY, 100 ml",VENORUTON,venoruton,4011548043691,4011548043691,224266,27062
"MEFIX ritininis pleistras, 2,5 cm x 10 m, 1 vnt.","MANOSPAN pakeliai FORTE, 10 vnt.",MEFIX,manospan,7332551586225,8052744660295,823251,21402
"MEFIX ritininis pleistras, 2,5 cm x 10 m, 1 vnt.","MANOSPAN pakeliai FORTE, 10 vnt.",MEFIX,manospan,7332551586225,8052744660295,823251,21402
"MANOSPAN FORTE, 10 maišelių","MANOSPAN pakeliai FORTE, 10 vnt.",MANOSPAN,manospan,8052744660295,8052744660295,224210,21402
"HELEN SEWARD šampūnas slenkantiems plaukams SYNEBI, 300 ml","HELEN SEWARD šampūnas nuo plaukų slinkimo SYNEBI, 300 ml",HELEN SEWARD,helen-seward,8011172020682,8011172020682,801117202068,19594
"INOFIBER silikoninis tvarstis PLUS, 15,5 x 15,5 cm, 10 vnt.","DERMARAYS švelnus šampūnas nuo pleiskanų su alijošiumi ir laktoferinu OLAMYN, 250 ml",INOFIBER,dermarays,4779043870180,8058647842868,210915,20290
"INOFIBER silikoninis tvarstis PLUS, 15,5 x 15,5 cm, 10 vnt.","DERMARAYS švelnus šampūnas nuo pleiskanų su alijošiumi ir laktoferinu OLAMYN, 250 ml",INOFIBER,dermarays,4779043870180,8058647842868,210915,20290
"DERMARAYS švelnus šampūnas nuo pleiskanų su alijošiumi ir laktoferinu OLAMYN, 250 ml","DERMARAYS švelnus šampūnas nuo pleiskanų su alijošiumi ir laktoferinu OLAMYN, 250 ml",DERMARAYS,dermarays,8058647842868,8058647842868,224043,20290
"PERSKINDOL ACTIVE SPRAY, 150 ml","PERSKINDOL purškalas raumenims ir sąnariams ACTIVE, 150 ml",PERSKINDOL,perskindol,7640249155692,7640249155692,764024915569,16088
"EQUAZEN skystis, citrinų skonio, nuo 3 m., 200 ml","EQUAZEN CITRUS LIQ, 200 ml",EQUAZEN,equazen,5060072605508,5060072605508,506007260550,21704
"BETAC, 20mg, plėvele dengtos tabletės, N30","EQUAZEN CITRUS LIQ, 200 ml",BETAC,equazen,000000052883,5060072605508,052883,21704
"BERTIL´S SELENAS 50 µg, 100 tablečių","BERTILS selenas, 50 µg, 100 tab.",BERTILS,bertils,6416227514710,6416227514710,641622751471,19083
"THAI purškiamasis dezodorantas, bekvapis, 100 ml","THAI natūralus dezodorantas, 100 ml",THAI,thai,4770001331569,4770001331569,477000133156,15003
"LIVOL EXTRA ASIAN GINSENG, 30 tablečių","LIVOL EXTRA ASIAN GINSENG, 30 tab.",LIVOL,livol,5702076023857,5702076023857,223103,21355
"TROXEVASIN, 100 g, Gelis, N1","HEORSHE gertuvė DENTAL CARE, nuo 9 mėnesių, rožinė, 300 ml",TROXEVASIN,heorshe,100000205094,7359408853316,205094,27304
"TROXEVASIN, 100 g, Gelis, N1","HEORSHE gertuvė DENTAL CARE, nuo 9 mėnesių, rožinė, 300 ml",TROXEVASIN,heorshe,100000205094,7359408853316,205094,27304
"HEORSHE DENTAL CARE gertuvė 300 ml, nuo 9 metų, rožinė spalva, 1 vnt.","HEORSHE gertuvė DENTAL CARE, nuo 9 mėnesių, rožinė, 300 ml",HEORSHE,heorshe,7359408853316,7359408853316,227195,27304
"TOLURA, 40mg, Tabletės, N28","LAUMA elastinis tvarstis, 8 cm. x 300 cm.",TOLURA,lauma,383898957557,4752231000309,383898957557,22796
"TOLURA, 40mg, Tabletės, N28","LAUMA elastinis tvarstis, 8 cm. x 300 cm.",TOLURA,lauma,383898957557,4752231000309,383898957557,22796
"PULSAAR ACTIVE 3D audimo kelio mova, XL dydis, 1 vnt.","PULSAAR kelio mova ACTIVE, juoda spalva, XL dydis, 1 vnt.",PULSAAR,pulsaar,7649989347381,7649989347381,764998934738,25147
"HAIRBURST sausasis šampūnas VOLUME&REFRESH, 200 ml","HAIRBURST sausas šampūnas VOLUME & REFRESH, 200 ml",HAIRBURST,hairburst,5060743580783,5060743580783,506074358078,20493
"SVR naktinis kremas brandžiai odai DENSITIUM BAUME NUIT, 50 ml","SVR naktinis veido ir kaklo kremas brandžiai, jautriai odai DENSITIUM BAUME NUIT, 50 ml",SVR,svr,3662361001934,3662361001934,220145,21205
"LIVOL EXTRA maisto papildas plaukams, odai, nagams, 90 tablečių","LIVOL EXTRA HAIR NAILS SKIN, 90 tab.",LIVOL,livol,5702071501305,5702071501305,570207150130,18616
"ELLAMÉ veido kremas TIMELOCK INTENSE HYDRATION, 50 ml","ELLAME veido kremas TIMELOCK INTENSE HYDRATION, 50 ml",ELLAME,ellame,4779032970563,4779032970563,223761,27307
